ANZSCO Level,NFD Indicator 5,Code,ANZSCO Title,COVID Adjusted 3,Skill Level 4,Trend Data for Aug 2025 1,Qtr Change to Aug 2025 1,Qtr Change to Aug 2025 1,1 Year  Change to Aug 2025 1,1 Year  Change to Aug 2025 1,5 Year  Change to Aug 2025 1,5 Year  Change to Aug 2025 1,10 Year  Change to Aug 2025 1,10 Year  Change to Aug 2025 1,Share of National Emp 1,Share of Level 1 Group 1,Female Share 2024 4 Quarter Avg 2,Part Time Share 2024 4 Quarter Avg 2,Female Part Time Share 2024 4 Quarter Avg 2,Male Part Time Share 2024 4 Quarter Avg 2,Median Age 2024 2,Median Female Age 2024 2,Median Male Age 2024 2
3,N,221,"Accountants, Auditors and Company Secretaries",-,-,246.692971893099,2.09084780237646,0.854795439797965,7.53540448299458,3.15081164463968,26.3913063620661,11.9796218056047,45.0512847687579,22.3422474842601,1.67758433877238,6.18765737701323,52,15,19,10,41,40,41
4,Y,2210,"Accountants, Auditors and Company Secretaries nfd",-,1,0.592982666170356,0.00811455858418686,1.38741683448543,0.0331451273461475,5.92049032934807,0.174924572236959,41.8421685347939,0.192402495068805,48.0309583321908,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2211,Accountants,-,1,214.100642921773,2.01772043150683,0.951382793020234,7.36324979636385,3.56164392181207,21.7056728605203,11.2818296931619,31.9169747958235,17.5191196467503,1.45860914022418,5.39925797299098,53,15,20,10,41,41,41
4,N,2212,"Auditors, Company Secretaries and Corporate Treasurers",-,1,30.6203658352214,-0.073009448534755,-0.237867122334355,-0.227486421598631,-0.737446547995368,3.50070815714707,12.9083788545654,11.6586421759161,61.4851391434276,0.208608180128543,0.772194105143936,50,10,13,7,37,33,41
3,N,222,"Financial Brokers and Dealers, and Investment Advisers",-,-,136.987247929222,1.52578900797963,1.12636392678062,5.99996617983828,4.58057156367129,30.4426088199802,28.5726330996033,45.6716937921568,50.0152402553491,0.931553339254336,3.4359720453378,38,13,18,10,43,40,44
4,Y,2220,"Financial Brokers and Dealers, and Investment Advisers nfd",-,1,0.607941275758779,0.0257750026081315,4.42742972186258,0.0987439085806362,19.3920697445575,0.367713811345397,153.06901408768,0.499436946318925,460.29218271495,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2221,Financial Brokers,-,2,50.3961518605232,0.881209649804475,1.77968429419618,3.44797572486807,7.34421655679502,14.4082316590136,40.0362998982341,22.9874319076503,83.8690458626862,0.343335203167713,1.27090615435664,39,12,18,9,43,41,45
4,N,2222,Financial Dealers,-,1,21.8386735717775,0.208490852073389,0.963888538414719,0.820276531628931,3.90265979875663,4.22071050826753,23.9568586507563,4.93356183525117,29.1838463545401,0.148780911852775,0.550734602161141,33,14,10,16,39,35,42
4,N,2223,Financial Investment Advisers and Managers,-,1,62.5964558274383,0.204949716750981,0.328489772930605,0.877249889327722,1.42135640923085,9.7125334989487,18.3657585733129,15.6522612393794,33.3422724081857,0.426452538252772,1.57857729241272,38,14,21,10,44,41,45
3,N,223,Human Resource and Training Professionals,Y,-,121.961928661049,0.499538191908584,0.411269850674888,2.10893657334744,1.75960277387504,,0.0,33.8708143985843,38.4497513536576,0.829376775017781,3.05910063753792,65,18,21,13,40,38,43
4,Y,2230,Human Resource and Training Professionals nfd,-,1,0.193214425080549,0.0100225914814647,5.4710907601914,0.0400322015679765,26.1337122872426,0.0932144250805488,93.2144250805488,0.0932144250805488,93.2144250805488,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2231,Human Resource Professionals,Y,1,88.0591984247523,0.358667772048008,0.40896875922945,1.46582519688887,1.69276832885546,,0.0,27.3304886496651,45.0042307022254,0.59992324147335,2.22070481761121,71,17,21,8,38,37,39
4,N,2232,ICT Trainers,-,1,2.66667546848405,-0.0186933883395599,-0.696119949855656,-0.0650232009082869,-2.38032113998691,-0.0228557697909504,-0.849804957298414,-0.276102324726683,-9.38237081181179,<0.1,0.0672490684199051,24,20,-,20,55,55,56
4,N,2233,Training and Development Professionals,-,1,32.0327654458892,0.296511964569913,0.934300467269859,1.2248364551596,3.97571824944212,8.13174066966237,34.0225607303274,7.59076065333157,31.0562112959036,0.218230472493736,0.8078124468494,53,19,18,19,44,42,48
3,N,224,Information and Organisation Professionals,-,-,260.782313821643,1.95592165853935,0.755688646043018,7.68824731899358,3.03770350100763,59.8966237283987,29.8162719806456,116.708397677256,81.0059175182645,1.77339598343154,6.54105220562308,51,17,22,12,41,40,43
4,Y,2240,Information and Organisation Professionals nfd,-,1,0.218468733168554,0.0156328984695414,7.70716796306676,0.0619834084345408,39.6097260493259,0.118468733168554,118.468733168554,0.118468733168554,118.468733168554,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2241,"Actuaries, Mathematicians and Statisticians",-,1,9.83310776243147,-0.117404978535427,-1.17988873128179,-0.41977686028215,-4.09423177699866,-0.443475934275009,-4.31540234929569,2.70699437054542,37.9869673927398,0.0669902745893776,0.247974432776393,48,9,10,7,36,38,35
4,N,2242,"Archivists, Curators and Records Managers",-,1,10.4971180320684,0.223447495065232,2.17495289789983,0.892039752017592,9.28716795437581,2.82460577970948,36.8146141290428,3.33760813529589,46.6178297595548,0.0715139950008527,0.264719654526124,80,27,29,20,41,37,51
4,N,2243,Economists,-,1,4.16576994526234,-0.0757302223524761,-1.78545843121026,-0.295707863919401,-6.62802498559631,-0.844385336381798,-16.8534763677964,-0.963725055353455,-18.7879129473322,<0.1,0.105053708777614,41,9,-,5,38,40,34
4,N,2244,Intelligence and Policy Analysts,-,1,42.7227706574971,0.60694092639465,1.44112304154945,2.54081183857563,6.32326524952579,11.9964186471673,39.0427690313975,20.5248829888699,92.4632257594411,0.291058555109035,1.07739639149537,65,19,25,8,38,39,37
4,N,2245,Land Economists and Valuers,-,1,13.7806153156231,0.112041203787046,0.819699281507538,0.477881478364949,3.59235540762685,2.40391288109144,21.1301376205011,3.24325978296732,30.7786880011432,0.0938835642106193,0.347523931269956,32,18,28,12,40,36,42
4,N,2246,Librarians,-,1,11.1952574628784,-0.108537451784725,-0.960185960592153,-0.467286324673372,-4.00672729025153,-1.26655806171099,-10.1635115622747,0.135973675655487,1.22949802420823,0.0762702280557083,0.28232555629559,66,31,38,17,53,51,58
4,N,2247,Management and Organisation Analysts,-,1,107.973438794656,0.44032031259205,0.409474140439341,1.96196384686789,1.85070894243682,25.0367035749078,30.187712970098,48.5431468423634,81.68081503172,0.735593516105716,2.72290845243424,43,17,18,15,44,41,46
4,N,2249,Other Information and Organisation Professionals,-,1,55.9532741686353,0.56686548235529,1.02347398179603,2.2760045049956,4.24016444811338,15.4097636836172,38.0079660080533,33.9153398496584,153.895276021646,0.38119435800882,1.41104742866343,53,14,20,7,39,39,39
3,N,225,"Sales, Marketing and Public Relations Professionals",-,-,178.078754581046,0.744860511925339,0.420032795104025,3.22188352898533,1.84258331376985,23.7048302281995,15.3554626065075,51.2770052507301,40.4387206971054,1.21098759912264,4.46664658103931,53,15,22,7,38,35,41
4,Y,2250,"Sales, Marketing and Public Relations Professionals nfd",-,1,0.160125693637916,0.00649521932385891,4.22781961252111,0.0233883526113443,17.1045834559554,-0.0313439951176982,-16.3702126020086,0.0344584727959547,27.4204144605772,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2251,Advertising and Marketing Professionals,-,1,100.87144211226,0.683307073429077,0.682023947410779,2.96681253140775,3.03030872401971,19.4061854256702,23.8214254947098,40.5720360092235,67.2843044919812,0.687209554556523,2.543808045783,61,18,21,12,35,34,38
4,N,2252,ICT Sales Professionals,-,1,15.676945433972,-0.413751654314709,-2.57137184327396,-1.47693508869804,-8.60991824413236,-1.02915279910307,-6.16034207835276,1.32002124602968,9.19431786885309,0.106802742806999,0.395346186127264,33,7,20,1,40,35,41
4,N,2253,Public Relations Professionals,-,1,31.3605385515821,0.315775929551297,1.01716329223019,1.24973762590581,4.15046291525285,5.98392067771986,23.5804499538264,9.57749097404112,43.9676355659059,0.213650774464996,0.790860015650619,69,22,28,8,35,35,32
4,N,2254,Technical Sales Representatives,-,1,27.3790467498416,-0.203268014823312,-0.736950529923304,-0.829338568418841,-2.94004268256353,-3.45437809048797,-11.2033551523271,-2.74033013755395,-9.09822984651695,0.18652595945046,0.690453491589875,27,7,16,4,49,49,49
2,N,23,"Design, Engineering, Science and Transport Professionals",-,-,566.582917574864,5.82345656668849,1.03849457238201,31.8155100900564,5.94941083632892,100.191774801156,21.4823493871041,191.160085919903,50.9186095787567,3.85666810278543,14.1907838100799,30,15,26,10,38,36,39
3,Y,230,"Design, Engineering, Science and Transport Professionals nfd",-,-,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,Y,2300,"Design, Engineering, Science and Transport Professionals nfd",-,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
3,N,231,Air and Marine Transport Professionals,-,-,25.630136799645,-0.033425723736304,-0.130245844495872,-0.0614478862458725,-0.239175150140185,1.28270773901837,5.268349836134,2.40046724767637,10.3336263234659,0.174292424164845,0.642865922872358,5,12,-,13,42,41,43
4,Y,2310,Air and Marine Transport Professionals nfd,-,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2311,Air Transport Professionals,-,1,15.799713598081,0.0624740616885759,0.396982339527237,0.235888809346108,1.51562236499118,0.929422827102615,6.25019941719313,1.59116862184599,11.1986739283111,0.107639128741456,0.398442192658813,4,12,-,13,40,32,40
4,N,2312,Marine Transport Professionals,-,2,11.0345758367166,0.0905020809443133,0.826950575845481,0.37432804563146,3.51143850468934,1.80638940060383,19.5746955602767,2.16740747073253,24.4430621059035,0.0751755480706917,0.278273436043508,5,12,-,13,48,55,48
3,N,232,"Architects, Designers, Planners and Surveyors",-,-,165.015598571823,1.00312285542824,0.611613751360482,3.90842789211749,2.42598009488216,16.2418598999763,10.9171551679569,38.3007873241959,30.2259751224725,1.12215431875862,4.13899098133877,43,19,29,12,39,38,40
4,Y,2320,"Architects, Designers, Planners and Surveyors nfd",-,1,1.30604989618654,-0.0351292130180558,-2.61927827364457,-0.135666941377668,-9.41009620216948,-0.382013089807532,-22.6302627909687,-0.685588597175588,-34.4233453742014,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2321,Architects and Landscape Architects,-,1,29.5633432190597,-0.512374029781245,-1.70361366793668,-1.85398708034678,-5.9011604826964,-2.45813876707716,-7.67653029969496,4.77738919623778,19.2745826601589,0.201406974058739,0.745537773289631,32,19,28,14,43,40,46
4,N,2322,Surveyors and Spatial Scientists,-,1,21.4378115734885,0.511906904922181,2.44628326961242,1.97460119966733,10.1453006042788,6.36279447832991,42.2075440323936,7.50835873203661,53.9027542395128,0.146049948663251,0.540625537046741,12,7,21,5,39,46,38
4,N,2323,"Fashion, Industrial and Jewellery Designers",-,1,14.0167320648465,-0.0128842271605443,-0.0918359197598629,-0.0546783816577321,-0.388577832091564,0.902360312718837,6.88069798366389,3.78247679731537,36.9589842977195,0.0954921630633708,0.353478398400011,45,15,18,12,36,34,44
4,N,2324,"Graphic and Web Designers, and Illustrators",-,1,56.0506444856326,0.148915029415619,0.266387159868196,0.540405581447217,0.973524149986087,-0.579447319430948,-1.02321451539504,2.12258993768091,3.93596608569209,0.381857715355256,1.41350294422474,50,23,33,12,37,36,38
4,N,2325,Interior Designers,-,2,20.1720638751308,0.330075996121362,1.66352281905456,1.27653428993518,6.75574761839609,5.10315330999206,33.8654429458091,9.56242986520123,90.1296864364194,0.137426755678647,0.508705509816138,74,27,32,16,43,41,48
4,N,2326,Urban and Regional Planners,-,1,19.6984870016093,0.15870441116482,0.812211755326441,0.666213935335914,3.50044334177032,3.99992473858479,25.4795609404689,8.08457883576438,69.6111827329591,0.13420040592607,0.496762697896983,46,14,20,9,41,41,43
3,N,233,Engineering Professionals,-,-,224.802014082132,2.81169579192894,1.26658487342375,11.0806748573934,5.18463663833848,52.7985009609785,30.6961759111218,85.1860478290479,61.0145459113394,1.5287194250191,5.63857912176558,13,9,19,7,36,32,37
4,Y,2330,Engineering Professionals nfd,-,1,26.3609192174821,0.630799384470915,2.45159909306607,2.52230726120239,10.5807639548323,11.3730141428511,75.8812795131822,12.8651377872062,95.3271053897259,0.179589734951797,0.664778028304964,-,-,-,-,-,-,-
4,N,2331,Chemical and Materials Engineers,-,1,6.76000926449379,0.0262233411710078,0.38942938592957,0.123884480467401,1.86681963494116,0.82123723642968,13.8284014363384,1.0412849007409,18.208342184507,<0.1,0.170476059392997,22,7,-,5,36,36,36
4,N,2332,Civil Engineering Professionals,-,1,75.3675106177051,0.371775849934636,0.495729325255451,1.55448062323944,2.10597048157486,14.8191398596008,24.474877976163,30.4693493492255,67.8632453721802,0.513458242641026,1.90064180589971,17,10,22,7,33,32,33
4,N,2333,Electrical Engineers,-,1,33.1896427013097,0.697097984065465,2.14540901653513,2.75723865059887,9.06020650226766,10.3795784508515,45.5043805965736,13.2202621725378,66.2026653931006,0.226111960918273,0.836986944692377,12,8,13,7,35,29,35
4,N,2334,Electronics Engineers,-,1,6.1549925377067,-0.0133098146513939,-0.215777597969167,-0.0582328841097617,-0.937240807412024,0.0894699874287417,1.4750581946916,0.208944677641075,3.51400934803052,<0.1,0.155218555532573,14,14,-,11,47,41,47
4,N,2335,"Industrial, Mechanical and Production Engineers",-,1,39.4533218488621,0.0475259504753751,0.120606498084514,0.211793989106646,0.539719018748639,3.06237510794728,8.41521142538512,9.4120125909745,31.330234345573,0.268784694317722,0.994946393651324,7,8,6,8,39,33,40
4,N,2336,Mining Engineers,-,1,15.4965275237216,0.22550478031097,1.47668420183759,0.900765520158442,6.17141825098644,3.61432637566931,30.4179867907871,4.53178843119735,41.3305632989216,0.105573604914837,0.390796349998347,11,7,-,6,39,30,40
4,N,2339,Other Engineering Professionals,-,1,18.3849183861197,0.329045306479443,1.82237272619331,1.26371969418926,7.38102347229271,4.46743838808663,32.0994776979598,9.68572775378882,111.340562164387,0.125251422108376,0.463636707598837,12,12,-,9,36,32,36
3,N,234,Natural and Physical Science Professionals,-,-,146.266130399199,1.45491691047667,1.00469906675423,5.86568045070362,4.1778216899272,26.0559087140221,21.6752854697007,42.4345167290244,40.8685902386332,0.994652453077846,3.66870889683866,48,19,26,13,38,36,40
4,Y,2340,Natural and Physical Science Professionals nfd,-,1,7.61660151875955,0.0628443578831472,0.831961586065283,0.27842039291587,3.79413356172589,2.51793034732183,49.3840505233409,1.83693786601214,31.7827814277556,0.0518898235946317,0.192077874760439,-,-,-,-,-,-,-
4,N,2341,Agricultural and Forestry Scientists,-,1,8.76502132051632,-0.0234750670193282,-0.267111300775203,-0.0839158713275321,-0.948315820400196,-0.653918240427384,-6.94258877229558,-0.1336624599133,-1.50204752985218,0.0597136936998182,0.221039089852359,30,18,20,17,44,38,44
4,N,2342,"Chemists, and Food and Wine Scientists",-,1,9.22024763300468,-0.118202098264142,-1.26575718310454,-0.426997722642183,-4.42611032373346,-0.482242024113642,-4.97029155563016,-0.347437439152243,-3.63136366353995,0.0628150260975386,0.23251913149855,43,13,18,9,39,39,42
4,N,2343,Environmental Scientists,-,1,31.5601159694016,0.275840521487293,0.881722582792572,1.07766737356113,3.53537010051148,4.98034849333984,18.7373666749539,10.084065127521,46.9549322720732,0.21501044084358,0.795893022323022,44,22,26,18,39,35,43
4,N,2344,"Geologists, Geophysicists and Hydrogeologists",-,1,13.6078041915263,0.142797668091367,1.06050946089656,0.612347065638058,4.71200866353674,2.47594101748214,22.2419282268508,3.21728738588442,30.963689738103,0.0927062492726531,0.343165925488806,23,10,16,9,38,37,39
4,N,2345,Life Scientists,-,1,10.6122442959779,0.024628058862076,0.232611933701755,0.0968235444383456,0.920776702388919,1.07763797309602,11.3023856109279,2.79089738453488,35.6830788371204,0.0722983187587199,0.267622945192752,51,21,34,7,44,41,45
4,N,2346,Medical Laboratory Scientists,-,1,32.8332594654761,0.490145486448483,1.51545545913208,1.93090723609851,6.24841507781039,7.14654059938869,27.8219286653377,11.1526768010327,51.4408536599127,0.223684019375848,0.827999559128019,65,25,31,14,40,40,39
4,N,2347,Veterinarians,-,1,14.0234699199936,0.00870731087126053,0.0621295637615214,0.187059877789579,1.35193939193047,2.7893123217181,24.8288516278806,4.31516162568546,44.4481313826363,0.0955380662282046,0.35364831576984,71,25,25,23,38,33,53
4,N,2349,Other Natural and Physical Science Professionals,-,1,15.3203142291158,0.155978685825836,1.02858899013781,0.613538425204501,4.17180783459912,2.66802924252984,21.0873312240318,6.61239415944169,75.9354025592144,0.104373111919424,0.386352547201384,35,16,28,9,32,29,35
2,N,24,Education Professionals,-,-,725.115075628429,3.4875392396807,0.483287993295467,39.9725399560356,5.83419330647846,104.458256732918,16.830276177229,189.415389057134,35.3585028711651,4.93577920597208,18.1614216674882,71,36,40,27,41,41,42
3,Y,240,Education Professionals nfd,-,-,6.92241338916471,0.274461780022549,4.12851651394565,1.09060396929069,18.700953525231,4.37798435862634,172.061562970771,3.58843927271239,107.632487457067,<0.1,0.173630898138279,-,-,-,-,-,-,-
4,Y,2400,Education Professionals nfd,-,1,6.92241338916471,0.274461780022549,4.12851651394565,1.09060396929069,18.700953525231,4.37798435862634,172.061562970771,3.58843927271239,107.632487457067,<0.1,0.174571618159238,-,-,-,-,-,-,-
3,N,241,School Teachers,-,-,520.852894781192,4.42480878998549,0.856810252969246,18.9905158979903,3.78400866393891,77.3475141866535,17.440039641225,132.653448895831,34.1714678631986,3.54195197529917,13.0642524268106,77,33,37,21,41,40,41
4,Y,2410,School Teachers nfd,-,1,99.9448614123039,1.38937203784631,1.40973582158113,5.60711187474841,5.94365659795206,29.9088618019171,42.7049831062616,50.176484522963,100.820013950886,0.68089701359603,2.52044123957642,-,-,-,-,-,-,-
4,N,2411,Early Childhood (Pre-primary School) Teachers,-,1,77.0278081812158,1.61941517169006,2.14752643181973,6.53163668501202,9.26523603535512,27.5714185209109,55.7489511674574,43.2380773042468,127.962183130963,0.524769395977981,1.94251171686769,97,50,50,-,39,39,35
4,N,2412,Primary School Teachers,-,1,167.120925160964,0.61000778173738,0.366347018765199,2.31877286069573,1.40700399135015,5.90302368291464,3.66151874500014,16.5497212495407,10.9912923717316,1.13854916844677,4.21450853820487,85,35,37,25,39,40,38
4,N,2413,Middle School Teachers,-,1,0.912195473673872,-0.0852770835159942,-8.54931625951108,-0.329726861958006,-26.5497167172087,-0.6280522290664,-40.7760536145599,-0.307798659907312,-25.2295196702132,<0.1,<0.1,56,36,-,-,38,38,53
4,N,2414,Secondary School Teachers,-,1,153.809265517531,1.29883338069152,0.851635761890794,5.19654669957532,3.49670387629531,16.27431660127,11.8328590147502,22.2101649202412,16.8771403599536,1.0478604710076,3.87881087993205,62,22,26,16,42,42,41
4,N,2415,Special Education Teachers,-,1,29.9241915766456,0.290965897329045,0.981890734669948,1.15477189946677,4.01388666307645,4.35977415222209,17.0540719932733,8.10353948546628,37.1370179571399,0.203865335254796,0.754637761711656,83,36,39,22,42,43,39
3,N,242,Tertiary Education Teachers,-,-,102.073124441417,0.467082448103753,0.459699481389594,1.84557933726579,1.8413893459607,7.25569547858561,7.65228034334266,16.6689941942824,19.5177846153895,0.694127091089922,2.56024124480698,48,29,36,23,49,48,50
4,Y,2420,Tertiary Education Teachers nfd,-,1,0.849821398526996,-0.00176375995461697,-0.207114924097759,-0.00601350639823728,-0.702647948059868,-0.0281466590003115,-3.20588645099268,-0.578144638250398,-40.4872821453894,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2421,University Lecturers and Tutors,-,1,63.4773353133848,0.183025181724545,0.289165299920055,0.76541915795724,1.22053224471757,3.56196999877504,5.94500255497314,12.1105428870162,23.5765994234037,0.432453729337972,1.60079159089793,49,29,33,25,46,46,46
4,N,2422,Vocational Education Teachers,-,1,36.2376411502793,0.153633337541123,0.425765725188897,0.604945597465033,1.69772616996767,2.68652250571039,8.00725166326239,3.74988089474287,11.542442031238,0.246877140958767,0.913852337073644,44,30,42,20,51,53,51
3,N,249,Miscellaneous Education Professionals,Y,-,80.0932403830738,0.477791575800666,0.600124200715449,1.73837017088476,2.21858598728728,3.49694532544558,4.56542359237429,22.2299525367984,38.418059816885,0.544657452853584,2.00893250384116,69,63,63,61,39,40,34
4,Y,2490,Miscellaneous Education Professionals nfd,-,1,0.521400902413242,0.0180083521604185,3.57739743096595,0.0703547248858251,15.5981201905981,0.264074322575196,102.622248638829,0.421400902413242,421.400902413242,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2491,Education Advisers and Reviewers,-,1,25.9456414974461,0.0597136319689433,0.230679897893792,0.177406827157146,0.688471016455379,0.34486828036372,1.34710103261101,9.74446147324504,60.1466156087946,0.176760561391598,0.654305422943713,71,26,30,15,42,42,42
4,N,2492,Private Tutors and Teachers,Y,1,46.760579180979,0.232211091717431,0.499074223432788,0.843545813140437,1.83710869642392,2.42850984693808,5.47799794464662,11.2276538484626,31.5978877151105,0.318567040550518,1.17922312852103,66,80,79,82,32,35,29
4,N,2493,Teachers of English to Speakers of Other Languages,-,1,4.49500170292185,0.145114691489573,3.3360565713129,0.570684652261441,14.5422667153104,0.588726038238792,15.0712875581595,-0.171846517409973,-3.68228211625349,<0.1,0.11335637974696,89,76,79,-,51,54,33
2,N,25,Health Professionals,-,-,876.335257583592,12.4821743458921,1.44494180643648,55.4491868245614,6.75479689566305,213.304574715785,32.1711468605312,312.888339506111,55.5311120653046,5.96511848563158,21.9489218608083,73,36,43,19,38,38,39
3,Y,250,Health Professionals nfd,-,-,0.380038022995455,-0.00210669766371774,-0.551282681619632,-0.0110516145567015,-2.82585205424361,-0.125778215324008,-24.8663854173399,-0.0962763104634521,-20.2127678510767,<0.1,<0.1,-,-,-,-,-,-,-
4,Y,2500,Health Professionals nfd,-,1,0.380038022995455,-0.00210669766371774,-0.551282681619632,-0.0110516145567015,-2.82585205424361,-0.125778215324008,-24.8663854173399,-0.0962763104634521,-20.2127678510767,<0.1,<0.1,-,-,-,-,-,-,-
3,N,251,Health Diagnostic and Promotion Professionals,-,-,143.433565845806,2.23794138685363,1.58499344114182,8.85380788300932,6.57885555527368,38.6023782216807,36.8233720294102,54.5290140673249,61.3343332557279,0.975390185908787,3.59766131562803,64,29,38,13,38,37,40
4,Y,2510,Health Diagnostic and Promotion Professionals nfd,-,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2511,Nutrition Professionals,-,1,11.7866655494756,0.246647159741208,2.13732033530047,0.934046110774593,8.60664207429713,3.16979653701871,36.7859431591255,5.1550296197414,77.7339056962975,0.0802993296452275,0.297239873148054,86,56,66,-,37,38,28
4,N,2512,Medical Imaging Professionals,-,1,24.8587158845518,0.416236685024906,1.70292334761591,1.61294853158934,6.93867622048531,6.1128654278197,32.609165649374,7.34114872087063,41.9073530717833,0.169355634381217,0.626894987826001,74,34,44,7,35,35,34
4,N,2513,Occupational and Environmental Health Professionals,-,1,42.4657928819625,0.864801564490278,2.07880037735319,3.4067119490143,8.72194600498287,13.1384731642532,44.7994337386364,17.379817512314,69.2810116258897,0.289307835787906,1.07091584438209,46,11,15,8,45,42,47
4,N,2514,Optometrists and Orthoptists,-,1,10.1022136002409,0.088535360104375,0.884144247310743,0.352000675615985,3.61018449891467,2.33083400480926,29.9925383413187,4.65368634517624,85.4118209806217,0.068823619082696,0.254760829213801,58,25,31,18,35,31,40
4,N,2515,Pharmacists,-,1,43.7081302722147,0.589880036591403,1.36805188839518,2.39711752647055,5.80261137925624,11.4472324702303,35.4833040930628,16.4543237472852,60.3744057999173,0.2977715407443,1.102245503032,66,35,42,21,37,36,38
4,N,2519,Other Health Diagnostic and Promotion Professionals,-,1,11.1980000388575,0.0968047864330366,0.87202129348995,0.388036426171695,3.58961824548904,2.86842811045361,34.4366809616262,4.11552542481128,58.1085799679285,0.0762889124759709,0.282394719447179,84,35,39,-,41,41,38
3,N,252,Health Therapy Professionals,-,-,155.858747818267,2.76063375249717,1.80317946392941,11.2006262545024,7.74282572829155,53.1424582275553,51.7371280050219,81.6039596627844,109.89723584143,1.0598850562873,3.90931498092151,68,38,46,22,35,35,37
4,Y,2520,Health Therapy Professionals nfd,-,1,0.185509520688589,0.00810013161044315,4.56578518901002,0.0320582412256419,20.8914786099146,0.047337641568066,34.2599679973772,0.0855095206885893,85.5095206885893,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2521,Chiropractors and Osteopaths,-,1,8.6137353929059,-0.00227332819686232,-0.0263849337953242,0.0365943298088212,0.426649504066889,1.76959723101241,25.8556620154909,3.20689491484258,59.3118093247549,0.0586830240400335,0.217223913308726,45,40,53,30,32,32,34
4,N,2522,Complementary Health Therapists,-,1,9.13648729442857,-0.00904304812849688,-0.0988794284177999,-0.0198884802755437,-0.217209087579047,0.96646934757103,11.8294641928267,2.34035152407244,34.4365033771213,0.0622443898128077,0.230406836693145,80,65,68,55,47,47,43
4,N,2523,Dental Practitioners,-,1,24.4980545570963,0.568457659554547,2.37554214552166,2.27427427423065,10.2335167342529,8.39257590348328,52.1100681574624,12.1354294721553,98.1622381069984,0.1668985473703,0.61779971598917,52,37,44,28,39,36,47
4,N,2524,Occupational Therapists,-,1,33.0849353043136,0.647127712411333,1.99497981045082,2.57910797698754,8.45447641630508,11.5953359251736,53.9578971231508,19.4985079289759,143.51460755879,0.225398618051931,0.834346400318727,89,37,39,21,34,33,35
4,N,2525,Physiotherapists,-,1,47.8795518165036,0.807630612472238,1.715737517854,3.32975184066949,7.47422399758405,17.1359530221684,55.7382794929194,25.7042226276229,115.913601140639,0.326190295163692,1.20744173562779,56,34,48,15,35,36,32
4,N,2526,Podiatrists,-,1,6.93535568804218,0.13160231528506,1.93426051878965,0.48626838054251,7.54011160582408,1.37035111450667,24.6244382443709,2.90608558727399,72.1243678034874,<0.1,0.174898001160472,48,35,47,24,37,36,39
4,N,2527,Audiologists and Speech Pathologists \ Therapists,-,1,21.3896366162729,0.373404079135696,1.77674128070226,1.60998012654965,8.13957576758794,9.29161461550871,76.8027584585464,12.681299351985,145.622510556521,0.145721745851874,0.539410645683991,90,38,41,11,32,31,41
3,N,253,Medical Practitioners,-,-,152.890060316435,1.80999929430507,1.19803982210462,7.40462834158294,5.08960123434412,37.9239396736647,32.9870569361076,55.4662308038806,56.9329198835621,1.03969711326823,3.83485310639062,47,22,29,16,40,38,44
4,Y,2530,Medical Practitioners nfd,-,1,2.61225365734531,0.0809126011125398,3.19643221972455,0.321834848272091,14.0513537086397,1.23034528137938,89.0323340372984,0.657513780337057,33.6368939965244,<0.1,0.0658766419120462,-,-,-,-,-,-,-
4,N,2531,General Practitioners and Resident Medical Officers,-,1,88.3494790395823,1.0180453710542,1.16572616329448,4.17614240430719,4.96136017798902,20.150980737394,29.547543185049,29.4582221889811,50.0213847765425,0.601900843932842,2.22802520629682,48,22,29,16,40,39,44
4,N,2532,Anaesthetists,Y,1,7.07947810190917,0.0273129730855377,0.387299114337298,0.126899291315387,1.82521183538442,2.09121120368127,41.9226005012719,3.50250133834295,97.9179225880959,<0.1,0.178532525940682,33,13,-,6,41,35,42
4,N,2533,Specialist Physicians,-,1,16.1577909042091,0.210097558590927,1.31741659459896,0.847736073391777,5.53711977363651,5.0700169863196,45.7261937686104,8.53685599044013,112.01848706274,0.110078611521599,0.40747229982559,47,16,26,7,39,37,39
4,N,2534,Psychiatrists,-,1,6.86159660158787,0.200889993880009,3.01604628024804,0.83027560014833,13.766065509532,3.19745239790938,87.2632795046498,3.28383816946783,91.7847929582532,<0.1,0.173037921105671,55,36,36,36,45,40,47
